Билеты+ПДД 2016 Экзамен ГИБДД	https://play.google.com/store/apps/details?id=jabi.pdd2	29 июля 2016 г.	1000000	5000000	 27M  	 7.6  	     4.1 или более поздняя   	3+		4,9	70 962	342	191	676	6 452	63 301
ПДД Тесты Штрафы Узбекистан 15	https://play.google.com/store/apps/details?id=kz.crystalspring.pit_stop_uz	28 января 2014 г.	50000	100000	 11M  	 1.0  	     2.1 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,4	1 218	64	32	81	156	885
ПДД Онлайн	https://play.google.com/store/apps/details?id=com.wPDDOnline2	21 апреля 2015 г.	10000	50000	 671k  	 0.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,9	69	13	3	3	7	43
Симулятор русского гаишника 3D	https://play.google.com/store/apps/details?id=com.topmobgames.simgai3d	7 июля 2016 г.	5000000	10000000	 78M  	 3.0.3  	     2.3 или более поздняя   	3+		4,1	83 696	9 361	3 617	6 738	11 899	52 081
ПДД Украина 2015	https://play.google.com/store/apps/details?id=com.xtreme_.pdd_ua	14 августа 2014 г.	5000	10000	 5,8M  	 1.0.1  	     2.2 или более поздняя   	3+	Украина, Донецк, Куйбышева 200	4,1	94	11	4	6	17	56
Экзамен ПДД	https://play.google.com/store/apps/details?id=russia.exam_sda.pdd.traffic_police_fines	24 июля 2015 г.	1000	5000	 2,6M  	 1.3.2  	     2.2 или более поздняя   	3+		4,1	14	2	1	0	1	10
ПДД Узбекистан 2015	https://play.google.com/store/apps/details?id=com.vokrab.pdduzbekistan	17 апреля 2015 г.	10000	50000	 7,7M  	 1.0  	     4.0 или более поздняя   	3+	Харьков, улица Чернышевского 13	4,3	166	6	8	17	31	104
Экзамен ПДД Казахстан 2016	https://play.google.com/store/apps/details?id=com.vokrab.pddkazakhstanexam	16 марта 2016 г.	100000	500000	 20M  	 2.0  	     4.0 или более поздняя   	3+	Харьков, улица Чернышевского 13	4,3	6 424	538	285	436	920	4 245
Экзамен ПДД 2016- AB и CD	https://play.google.com/store/apps/details?id=com.hexteam.pddExpert	5 августа 2016 г.	100	500	 36M  	 2.2  	     4.0 или более поздняя   	3+	Moscow, Kutuzova str	4,8	11	0	0	0	2	9
БИЛЕТЫ ПДД 2016 АВТОШКОЛА PRO	https://play.google.com/store/apps/details?id=com.pervayaavto.mobile_pay	29 декабря 2014 г.	100	500	 27M  	 2.14  	     2.1 или более поздняя   	3+	346400, Ростовская область, г.Новочеркасск, ул. 26 Бакинских комиссаров, 78	4,6	28	0	1	1	5	21
ПДД FREE	https://play.google.com/store/apps/details?id=com.uran.pdd.free	19 марта 2016 г.	10000	50000	 14M  	 4.0  	     4.0.3 или более поздняя   	3+	Baykalapps@gmail.com	3,7	109	23	8	8	12	58
Штрафы ПДД РК 2016	https://play.google.com/store/apps/details?id=com.ventapdd.pdd	1 февраля 2016 г.	10000	50000	 8,9M  	 1.0.6  	     2.3.3 или более поздняя   	3+	Алматы, пр. Райымбека 212/1	3,8	179	32	10	17	15	105
Экзамен CD + ПДД 2015	https://play.google.com/store/apps/details?id=com.century22nd.pdd.cd_trial	2 апреля 2015 г.	5000	10000	 26M  	 1.9.0  	     4.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	Санкт-Петербург, ул. Байконурская 24.	3,7	57	10	6	3	8	30
ПДД Украина 2016+ pro	https://play.google.com/store/apps/details?id=com.ndflsoft.pdd_ukr	20 июля 2016 г.	50	100	  Зависит от устройства 	  Зависит от устройства 	  Зависит от устройства   	3+	Needful things software  а/я 256844 Кременчуг Полтавская 39601 UA	4,9	9	0	0	0	1	8
ПДД и Штрафы КР 2016 (Pro)	https://play.google.com/store/apps/details?id=kg.johnyzak.kgpddpro	21 апреля 2016 г.	100	500	 11M  	 3.5  	     2.3 или более поздняя   	3+	694020, Russia, Sakhalin region, Sovetskaya st., 16, ap. 2	4,9	18	0	0	0	2	16
Правила дорожного движения РФ	https://play.google.com/store/apps/details?id=com.mk_publisher1.pravila_dd_rossii	1 ноября 2014 г.	10000	50000	 2,5M  	 2.6.6  	     4.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,8	57	10	3	4	13	27
ПДД РФ + КоАП 2016	https://play.google.com/store/apps/details?id=com.fancy.pdd_rossii	15 апреля 2016 г.	10000	50000	 4,2M  	 1.0.2  	     4.0 или более поздняя   	3+		4,1	80	12	1	5	15	47
ПДД Билеты 2016	https://play.google.com/store/apps/details?id=com.pddbilet2016	1 августа 2016 г.	100	500	 3,4M  	 1.0  	     4.0.3 или более поздняя   	3+								
Билеты ПДД 2016	https://play.google.com/store/apps/details?id=ru.kraist.pdd	7 мая 2016 г.	10000	50000	 13M  	 1.0  	     2.3 или более поздняя   	3+		4,4	67	5	1	5	9	47
Помощник экзамену ПДД 2012	https://play.google.com/store/apps/details?id=org.kde.necessitas.HelperPDD	22 октября 2012 г.	10000	50000	 10M  	 4  	     2.1 или более поздняя   	3+	улица Ольги Бергольц 12 кв. 2	4,2	67	8	0	4	12	43
Тренажер ПДД 2015	https://play.google.com/store/apps/details?id=com.kostosha.pddtrainer.full	31 августа 2013 г.	500	1000	 34M  	 1.0.1  	     2.2 или более поздняя   	3+	119017, г. Москва, Малый Толмачевский пер., 4, стр. 1, Метро "Третьяковская", "Полянка".	4,1	41	6	2	1	3	29
Билеты ПДД (Россия) беспл	https://play.google.com/store/apps/details?id=com.sedevelop.ref.pddexamrus.free	18 июня 2016 г.	100000	500000	 7,5M  	 2.92  	     4.1 или более поздняя   	3+	Russia, Moscow, 1-ya Brestskaya, 33/17	4,1	335	44	11	18	52	210
ПДД Онлайн 2015	https://play.google.com/store/apps/details?id=com.wPDDONLINE2016	1 мая 2015 г.	5000	10000	 682k  	 0.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,0	51	8	3	4	3	33
ПДД Тест Тематические задачи	https://play.google.com/store/apps/details?id=js.csn	31 июля 2013 г.	10000	50000	 1,8M  	 2.0  	     2.1 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,7	416	75	34	32	77	198
ПДД 2016	https://play.google.com/store/apps/details?id=pdd.app.y2016	18 июня 2016 г.	1000	5000	 12M  	 5.02  	     2.3.3 или более поздняя   	3+	Россия, Пенза, с. Богословка, ул. Спортивная, д 8	4,4	280	23	13	2	36	206
Билеты ПДД 2016 - ПДД Штрафы	https://play.google.com/store/apps/details?id=com.yaroslavsoftware.pdd	24 июня 2016 г.	500	1000	 24M  	 1.7  	     2.3 или более поздняя   	3+	Russian Federation, Republic of Tatarstan, Kazan city	3,7	7	1	1	1	0	4
Штрафы ГИБДД официальные	https://play.google.com/store/apps/details?id=ru.tcsbank.mcp	6 июня 2016 г.	1000000	5000000	 26M  	 1.3.3  	     4.0.3 или более поздняя   	3+		4,3	21 111	2 034	838	1 118	2 906	14 214
Тест ПДД Азербайджана	https://play.google.com/store/apps/details?id=az.video.bsdypi	14 мая 2016 г.	100000	500000	 26M  	 1.4  	     4.0.3 или более поздняя   	3+		4,2	3 221	300	158	229	314	2 220
ПДД Казахстан 2016	https://play.google.com/store/apps/details?id=com.vokrab.pddkazakhstan	22 апреля 2016 г.	500000	1000000	 12M  	 3.4  	     4.0 или более поздняя   	3+	Харьков, улица Чернышевского 13	4,2	7 394	648	328	559	1 063	4 796
Мусаракш – ПДД Украины	https://play.google.com/store/apps/details?id=com.invoodoo.musaraksh.android	27 ноября 2014 г.	10000	50000	 33M  	 1.8.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	221 Shorebird Circle, Redwood City, CA 94065	4,4	1 928	97	56	122	287	1 366
iDrive.kz: ПДД Казахстан	https://play.google.com/store/apps/details?id=kz.com.pack.idrive	23 сентября 2013 г.	100000	500000	 1,1M  	 3.1.0  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,3	1 646	117	81	129	242	1 077
Правила Дорожного Движения	https://play.google.com/store/apps/details?id=com.paolosanchez.coderouteRU	8 июня 2015 г.	1000	5000	 9,5M  	 1.0  	     4.0.3 или более поздняя   	3+		4,8	11	0	0	1	0	10
Автошкола в кармане (ПДД)	https://play.google.com/store/apps/details?id=ru.fmore.autoschool	13 января 2016 г.	1000	5000	 2,4M  	 1.2  	     4.0.3 или более поздняя   	3+	443029, Россия, Самара, Ново-садовая	3,9	11	1	2	1	0	7
ПДД Эстонии	https://play.google.com/store/apps/details?id=eu.sparksoft.liiklustestid	3 августа 2016 г.	500	1000	 2,0M  	 1.1.8  	     3.0 или более поздняя   	3+		4,5	8	1	0	0	0	7
Билеты ПДД 2015	https://play.google.com/store/apps/details?id=ru.appand.pdd2015new	20 июля 2015 г.	1000	5000	 1,0M  	 1.0  	     4.0.3 или более поздняя   	3+		4,1	17	3	0	0	3	11
Билеты ПДД 2016.Экзамен ГИБДД	https://play.google.com/store/apps/details?id=com.leonidkarpov.pdd	18 марта 2016 г.	1000	5000	 3,3M  	 1.0  	     2.3 или более поздняя   	3+		3,4	8	3	0	0	1	4
ПДД Украины 2015	https://play.google.com/store/apps/details?id=com.pddua.example	22 октября 2015 г.	100	500	 6,5M  	 1.0.0  	     4.0 или более поздняя   	3+		4,7	3	0	0	0	1	2
Билеты ПДД 2015	https://play.google.com/store/apps/details?id=com.w12878412	4 мая 2015 г.	5000	10000	 686k  	 0.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,7	36	9	3	0	2	22
Актуальные штрафы ПДД 2014	https://play.google.com/store/apps/details?id=com.Shtrafi.book.AOUTOEJFUOFBSJPB	24 мая 2014 г.	5000	10000	 1 004k  	 1.0  	     2.1 или более поздняя   	3+	Россия	3,9	29	4	3	3	1	18
ПДД Приднестровья	https://play.google.com/store/apps/details?id=com.pdd.pddpmr	2 апреля 2015 г.	1000	5000	 1,1M  	 1.0  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,5	60	3	2	2	8	45
ПДД Украины 2014 Официальные	https://play.google.com/store/apps/details?id=com.iking.pdrukraine	9 сентября 2014 г.	5000	10000	 3,9M  	 1.0  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,0	78	8	7	8	9	46
ПДД ua	https://play.google.com/store/apps/details?id=org.artsen.pddua	11 апреля 2013 г.	10000	50000	 9,3M  	 1.2  	     2.1 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,4	284	9	7	28	57	183
ПДД Тест бесплатно	https://play.google.com/store/apps/details?id=free.js.csn	6 мая 2012 г.	100000	500000	 1,5M  	 2.1  	     2.1 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,8	1 366	206	85	158	236	681
ПДД 2016	https://play.google.com/store/apps/details?id=com.natalyalev.pdd	26 марта 2016 г.	100	500	 14M  	 4.1  	     4.0.3 или более поздняя   	3+	Baykalapps@gmail.com	4,2	6	0	1	1	0	4
Правила дорожного движения	https://play.google.com/store/apps/details?id=ru.artemfrolov.apps.PDD	17 августа 2013 г.	10000	50000	 871k  	 1.2  	     2.2 или более поздняя   	3+		3,8	69	14	3	6	8	38
МВД РОССИИ	https://play.google.com/store/apps/details?id=ru.mvd	19 июля 2016 г.	100000	500000	 29M  	 1.4  	     2.3.3 или более поздняя   	3+		4,2	6 494	559	300	561	1 087	3 987
DrivePedia - ПДД и штрафы 2016	https://play.google.com/store/apps/details?id=com.ogd.drivepediafree	23 сентября 2015 г.	1000	5000	 12M  	 1.0.3  	     4.0 или более поздняя   	3+		4,4	49	4	1	2	6	36
ПДД Билеты 2016	https://play.google.com/store/apps/details?id=com.xpdd2016russia	27 января 2016 г.	500	1000	 2,9M  	 1.0  	     2.3 или более поздняя   	3+		4,5	2	0	0	0	1	1
ПДД от А до Я. ПДД билеты.	https://play.google.com/store/apps/details?id=com.PDD.ru	28 сентября 2015 г.	1000	5000	 4,2M  	 1.0  	     2.3 или более поздняя   	3+	6530024 Россия. г. Прокопьевск ул. Советов 25	3,9	11	2	1	0	1	7
Все штрафы ПДД 2015	https://play.google.com/store/apps/details?id=com.karavan.pdd	26 мая 2015 г.	1000	5000	 546k  	 2.1  	     2.2 или более поздняя   	3+	Yekaterinburg	4,2	17	2	0	1	4	10
Штрафы ГИБДД проверка и оплата	https://play.google.com/store/apps/details?id=org.policefines.finesNotCommercial	30 мая 2016 г.	1000000	5000000	 9,9M  	 5.1.1  	     4.0.3 или более поздняя   	3+	420103, г.Казань, ул. Мусина 61в, оф.3 proverkashtrafov@gmail.com	4,5	89 053	4 053	1 536	2 837	13 813	66 814
Настоящие Билеты ПДД 2015	https://play.google.com/store/apps/details?id=com.andromo.dev416454.app416203	10 июля 2015 г.	1000	5000	 2,2M  	 1.22  	     2.3.3 или более поздняя   	3+		3,9	19	4	0	0	5	10
Штрафы ГИБДД 2016	https://play.google.com/store/apps/details?id=finesplus.antigai	4 августа 2016 г.	100000	500000	 19M  	 10.9  	     4.0.3 или более поздняя   	3+	PROEZD SVETLIY 11A 39 KURSK Россия 305046	4,2	2 148	185	98	144	364	1 357
ПДД Казахстан беспл.	https://play.google.com/store/apps/details?id=net.aadevelop.pddkz.free	2 июня 2016 г.	50000	100000	 3,6M  	 1.91  	     4.1 или более поздняя   	3+	Россия, Москва, 3я ул Марьиной Рощи, 29	4,0	543	73	29	41	80	320
Экзамен AB + ПДД	https://play.google.com/store/apps/details?id=com.century22nd.pdd.ab	3 февраля 2015 г.	50	100	 22M  	 1.7.0  	     4.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	Санкт-Петербург, ул. Байконурская 24.	4,4	10	1	0	0	2	7
Экзаменационные билеты по ПДД	https://play.google.com/store/apps/details?id=com.unearthlysoft.exampdd	12 сентября 2014 г.	1000	5000	 28M  	 1.0.10  	     4.0 или более поздняя   	3+		3,8	25	3	2	4	4	12
ПДД Узбекистана	https://play.google.com/store/apps/details?id=com.pdduzbekistanafree	25 августа 2014 г.	100000	500000	 4,7M  		     2.2 или более поздняя   	3+		4,2	916	82	50	77	133	574
ПДД Украина	https://play.google.com/store/apps/details?id=net.aadevelop.pddukraine.free	2 июня 2016 г.	5000	10000	 3,6M  	 1.91  	     4.1 или более поздняя   	3+	Россия, Москва, 3я ул Марьиной Рощи, 29	3,7	75	11	7	11	14	32
ГИБДД + ШТРАФЫ	https://play.google.com/store/apps/details?id=anti.gai	5 октября 2015 г.	100000	500000	 12M  	 16.0.0  	     2.3 или более поздняя   	3+	proezd Svetliy 11a, kvartira 39 Kursk Россия 305046	4,4	4 762	290	96	226	773	3 377
Штрафы ПДД	https://play.google.com/store/apps/details?id=com.uran.pdd.free.orange	26 марта 2016 г.	100	500	 14M  	 4.0  	     4.0.3 или более поздняя   	3+	Baykalapps@gmail.com	3,0	2	1	0	0	0	1
Билеты ПДД РФ 2015	https://play.google.com/store/apps/details?id=com.w197313135	22 июня 2015 г.	1000	5000	 684k  	 0.1  	     2.3 или более поздняя   	3+		4,3	23	3	0	0	4	16
ПДД правила	https://play.google.com/store/apps/details?id=ru.gazu.app	9 июня 2016 г.	5000	10000	 1,1M  	 1.0  	     4.0 или более поздняя   	3+		4,5	25	2	0	2	1	20
Экзамен ПДД сдан! Без рекламы.	https://play.google.com/store/apps/details?id=zhirnov.net.pdd.plus	10 июня 2013 г.	10	50	 16M  	 1.3  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	Herceg novi, Bratstva Jedinstva, bb	1,0	1	1	0	0	0	0
ПДД Казахстан	https://play.google.com/store/apps/details?id=net.aadevelop.pddkz	2 июня 2016 г.	1	5	 3,6M  	 1.91  	     4.1 или более поздняя   	3+	Россия, Москва, 3я ул Марьиной Рощи, 29	4,0	1	0	0	0	1	0
ПДД Украины (ПДР України)	https://play.google.com/store/apps/details?id=ua.com.book.AOUHKDQDVBUAFHKTP	29 ноября 2015 г.	10000	50000	 3,4M  	 1.11  	     2.1 или более поздняя   	3+		4,3	303	25	16	15	49	198
Экзамен ПДД Онлайн 2016 даром	https://play.google.com/store/apps/details?id=com.samuelferrier.coderouteru.nov15	20 ноября 2015 г.	100	500	 27M  	 1.0  	     4.2 или более поздняя   	3+	15 avenue duquesne 75007 PARIS	4,5	6	0	1	0	0	5
ПДД России	https://play.google.com/store/apps/details?id=ru.mobilab.catalog.catalogpddruss	7 января 2015 г.	500	1000	 1,7M  	 1.0.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	luciendorofey@gmail.com	2,0	4	3	0	0	0	1
ПДД Украины 2016	https://play.google.com/store/apps/details?id=com.imtech24.pdd	22 марта 2016 г.	1000	5000	 6,0M  	 1.0.39  	     4.0 или более поздняя   	3+	Ukraine, Donetsk region, Avdiyvka, Komunalna str. 25, 903	2,9	10	4	1	1	0	4
Загадки ДаВинчи: Викторина	https://play.google.com/store/apps/details?id=com.planemo.davinciquiz	19 января 2015 г.	100000	500000	 44M  	 1.1.2  	     4.0 или более поздняя   	3+	22 Lawrence Way, Swaffham, Norfolk, PE377BG, United Kingdom	4,4	7 973	363	223	475	1 380	5 532
Билеты ПДД 2015	https://play.google.com/store/apps/details?id=com.w576124124	13 июня 2015 г.	1000	5000	 685k  	 0.1  	     2.3 или более поздняя   	3+		4,2	18	3	0	0	3	12
Real Car Traffic Racer	https://play.google.com/store/apps/details?id=com.hordapps.real.car.trafic.racer.extreme	21 декабря 2015 г.	5000	10000	 27M  	 1.0  	     2.3 или более поздняя   	3+		3,8	69	9	5	12	10	33
Цифры ПДД Украины	https://play.google.com/store/apps/details?id=com.azzdorfrobotics.numberspdr	4 февраля 2016 г.	100	500	 1,5M  	 1.0.7  	     4.1 или более поздняя   	3+		5,0	6	0	0	0	0	6
ПДД Тренажер 2016	https://play.google.com/store/apps/details?id=md.le.testa1	20 января 2015 г.	50	100	 11M  	 2.0  	     4.0 или более поздняя   	3+	Socoleni	5,0	6	0	0	0	0	6
ПДД и тесты (Украина, 2013)	https://play.google.com/store/apps/details?id=com.auto2	16 октября 2013 г.	50000	100000	 12M  	 1.0  	     2.2 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,0	759	88	36	75	134	426
AndroidExam ПДД	https://play.google.com/store/apps/details?id=com.azat.pdd	15 октября 2011 г.	100	500	 7,5M  	 1.5  	     1.5 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,4	26	1	1	2	4	18
ПДД и Штрафы РК 2015	https://play.google.com/store/apps/details?id=com.asia24.pdd	27 июля 2015 г.	50000	100000			     2.3.3 или более поздняя   	3+	Алматы, пр. Райымбека 212/1	4,1	529	65	22	41	81	320
ПДД 2013 Pro (ABCD)	https://play.google.com/store/apps/details?id=com.rbadesign.pddpro	9 августа 2013 г.	10	50	 48M  	 13.8.0  	     2.3.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	129515, Moscow, Russia Koroloyova street, 7-4-7	4,0	3	0	1	0	0	2
ПДД и вилочный погрузчик	https://play.google.com/store/apps/details?id=com.gv.threed.car.traffic.forklift.driver	10 августа 2016 г.	10000	50000	 48M  	 1.11  	     2.3 или более поздняя   	3+	Main Shahrah-e-Faisal Karachi Pakistan	3,4	147	45	8	7	12	75
Штрафы ПДД	https://play.google.com/store/apps/details?id=ru.schtrafipdd	6 февраля 2015 г.	1000	5000	 380k  	 1.0  	     1.6 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		4,2	24	3	1	1	2	17
ПДД 2016	https://play.google.com/store/apps/details?id=com.partizansoftwaredevelopment.pdd	10 июля 2016 г.	100	500	 16M  	 1.1  	     4.0.3 или более поздняя   	3+		3,8	4	1	0	0	1	2
TrafficRules.kz ПДД Казахстан	https://play.google.com/store/apps/details?id=muryshkin.alexey.pdd	1 августа 2016 г.	50	100	 2,5M  	 1.1  	     4.0 или более поздняя   	3+		5,0	19	0	0	0	0	19
Билеты ПДД 2015 (HD качество)	https://play.google.com/store/apps/details?id=com.rokosoft.pdd	2 апреля 2015 г.	500	1000	 25M  	 1.0.1  	     3.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	Новосибирск, ул. Кутателадзе 4г, оф.102	3,0	4	2	0	0	0	2
билеты пдд	https://play.google.com/store/apps/details?id=rus.tickets.sda.russia	21 июля 2015 г.	500	1000	 2,4M  	 1.3.2  	     2.2 или более поздняя   	3+		4,3	6	1	0	0	0	5
Автомобили, СТО, ПДД Беларуси.	https://play.google.com/store/apps/details?id=by.zarulem	6 мая 2014 г.	5000	10000	 441k  	 1.0.4  	      2.1–4.4     	3+		3,6	135	29	11	9	21	65
ПДД Украина +	https://play.google.com/store/apps/details?id=net.aadevelop.pddukraine	2 июня 2016 г.	1	5	 3,6M  	 1.91  	     4.1 или более поздняя   	3+	Россия, Москва, 3я ул Марьиной Рощи, 29							
Правила дорожного движения	https://play.google.com/store/apps/details?id=vad.pdd	22 сентября 2012 г.	10	50	 1,6M  	 1.0  	     2.2 или более поздняя   	3+		5,0	1	0	0	0	0	1
Билеты ПДД 2016	https://play.google.com/store/apps/details?id=pdd.klgapps.com	6 апреля 2016 г.	100	500	 3,4M  	 1.0  	     4.0 или более поздняя   	3+								
ПДД Россия 2016 pro	https://play.google.com/store/apps/details?id=com.ndfl_soft.pdd_rf_pay	10 июля 2016 г.	10	50	  Зависит от устройства 	  Зависит от устройства 	  Зависит от устройства   	3+	Needful things software  а/я 256844 Кременчуг Полтавская 39601 UA	4,0	1	0	0	0	1	0
ПДД 2014 (AB)	https://play.google.com/store/apps/details?id=app.id_91e5bc9a1d254c448687bc917de359c0	29 августа 2014 г.	1	5	 49M  	 1.0.1  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	129515, Moscow, Russia Koroloyova street, 7-4-7							
Евро ПДД Соперники	https://play.google.com/store/apps/details?id=com.bobbysgarage.eurotrafficrivals	6 июля 2015 г.	1000	5000	 47M  	 1.0  	     2.3 или более поздняя   	3+	Str. Republicii, Nr. 81, Ap. 2	3,8	13	3	1	0	1	8
ПДД 2014 (CD)	https://play.google.com/store/apps/details?id=app.id_5b1eb5078ea64f8dab73440272fbebe4	30 июля 2014 г.	10	50	 49M  	 1.0  	     2.3 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	129515, Moscow, Russia Koroloyova street, 7-4-7	3,0	2	1	0	0	0	1
Тесты ПДД Казахстан.FREE	https://play.google.com/store/apps/details?id=kz.andreygolubkow.pddtestfree	16 ноября 2014 г.	5000	10000	 18M  	 1.4.0  	     2.3 или более поздняя   	3+	Kokshetau 	2,9	54	21	8	1	4	20
DrivePedia - ПДД штрафы 2016	https://play.google.com/store/apps/details?id=com.ogd.drivepedia	23 сентября 2015 г.	10	50	 13M  	 1.0.3  	     4.0 или более поздняя   	3+		5,0	3	0	0	0	0	3
Недвижимость ПДД вилочный Сим	https://play.google.com/store/apps/details?id=com.mbs.car.traffic.forklift.driver.simulator	28 июля 2016 г.	1000	5000	 37M  	 2.0.1  	     2.3.3 или более поздняя   	12+Умеренное насилие	 Executive Towers, Clifton, Karachi, Pakistan	1,8	5	4	0	0	0	1
Экзамен Билеты ПДД - РФ 2016	https://play.google.com/store/apps/details?id=com.pddexam_ru	26 апреля 2016 г.	10	50	 55M  	 1.0  	     4.0 или более поздняя   	3+	The Studio St. Nicholas Close Suite 1 London United Kingdom WD6 3EW	5,0	2	0	0	0	0	2
ПДД 2016 Премиум	https://play.google.com/store/apps/details?id=com.debia.pdd2017	4 июня 2016 г.	10	50	 14M  	 1.01  	     2.2 или более поздняя   	3+	Moscow, Akademika Pavlova 6-6	5,0	7	0	0	0	0	7
Тренажер ПДД: Перекрестки Pro	https://play.google.com/store/apps/details?id=world.easysolution.pddcrossing.full	6 июля 2016 г.	100	500	 6,4M  	 1.0  	     2.2 или более поздняя   	3+	Russia, Novosibirsk, Rossiiskaja st. 10, 302	4,6	14	1	0	0	2	11
АнтиГАИ Украина	https://play.google.com/store/apps/details?id=anti.dai	16 апреля 2014 г.	50000	100000	 9,2M  	 1  	     2.3 или более поздняя   	3+	proezd Svetliy 11a, kvartira 39 Kursk Россия 305046	4,3	1 590	86	55	132	344	973
Экзамен ПДД - билеты ГИБДД РФ	https://play.google.com/store/apps/details?id=com.vialsoft.sdaru	20 мая 2016 г.	5	10	 18M  	 1.0  	     4.0.3 или более поздняя   	3+	c/Valparaiso nº2, 2ºPlanta, Oficina 1 28941 Madrid	5,0	1	0	0	0	0	1
Азбука ПДД для детей	https://play.google.com/store/apps/details?id=com.zhilibyli.videocasepdd	13 августа 2013 г.	100	500	 1,5M  	 2.0  	     2.2 или более поздняя   	3+	19000, Санкт-Петербург, Кондратьевский пр. 2	1,0	3	3	0	0	0	0
Экзамен Билеты ПДД - Украина	https://play.google.com/store/apps/details?id=com.pddexam	8 июля 2016 г.	100	500	 26M  	 2.0  	     4.0 или более поздняя   	3+	The Studio St. Nicholas Close Suite 1 London United Kingdom WD6 3EW	4,3	10	0	0	2	3	5
ПДД РФ: штрафы	https://play.google.com/store/apps/details?id=com.teamkapps.trafficoffencepenaltiesfree	10 июля 2016 г.	100	500	 3,4M  	 3.0  	     3.0 или более поздняя   	3+	Moscow region, Nahabino, Shkolnaya str., 13	4,6	7	0	0	1	1	5
АнтиДПС: автоюрист 2016.	https://play.google.com/store/apps/details?id=ru.eabataev.antidps	28 апреля 2016 г.	1000	5000	 1,4M  	 5.0  	     2.3 или более поздняя   	3+	461635, Orenburg region, Buguruslan, 2 mkr, d. 19b, kv. 25	4,7	52	0	2	3	5	42
Справочник по ПДД России +	https://play.google.com/store/apps/details?id=com.akdevelopment.ref.pddrus	19 июня 2016 г.	10	50	 6,4M  	 2.96  	     4.1 или более поздняя   	3+	Russia, Moscow, 1-ya Brestskaya, 33/17	4,0	1	0	0	0	1	0
Экзамен CD + ПДД	https://play.google.com/store/apps/details?id=com.century22nd.pdd.cd	6 февраля 2015 г.	50	100	 25M  	 1.7.0  	     4.0 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.	Санкт-Петербург, ул. Байконурская 24.	5,0	2	0	0	0	0	2
Теория ГИБДД ABCD[Экзамен ПДД]	https://play.google.com/store/apps/details?id=com.anddeveloper.pddabcd	19 апреля 2013 г.	100	500	 1,2M  	 1.0.3  	     1.6 или более поздняя   	Без классификацииВнимание! Приложению пока не присвоено возрастное ограничение. В нем могут содержаться материалы только для взрослых.		3,5	20	6	0	2	2	10
